职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
android应用开发工程师,民营,20-99人,2019-09-20 09:30:13,大专,软件/互联网开发/系统集成,3-5年,深圳前海创锐资产管理有限公司,10K-15K,深圳,周末双休五险一金带薪年假节日福利定期团建
android开发工程师,民营,20-99人,2019-09-20 09:58:09,大专,软件/互联网开发/系统集成,3-5年,郑州昱睿软件科技有限公司,10K-15K,上海,周末双休创业公司员工旅游节日福利补充医疗保险
Android开发工程师,民营,20-99人,2019-09-20 14:21:28,本科,软件/互联网开发/系统集成,3-5年,深圳星算科技有限公司,10K-15K,深圳,五险一金项目奖金创业公司定期团建节日福利
嵌入式 Android 底层 开发工程师,股份制企业,100-499人,2019-09-20 14:11:36,本科,软件/互联网开发/系统集成,不限,科讯嘉联信息技术有限公司,12K-15K,合肥-蜀山区,五险一金交通补助餐补带薪年假免费班车
Android驱动工程师,民营,20-99人,2019-09-20 09:21:16,本科,硬件开发,3-5年,北京枭龙科技有限公司,20K-30K,北京,五险一金绩效奖金带薪年假定期体检节日福利
Android开发工程师,民营,100-499人,2019-09-20 09:46:03,学历不限,软件/互联网开发/系统集成,不限,深圳市惠学教育网络有限公司,7K-12K,深圳-龙华新区,五险一金绩效奖金带薪年假弹性工作节日福利
app开发工程师（Android）,股份制企业,100-499人,2019-09-20 14:03:12,大专,软件/互联网开发/系统集成,1-3年,昆明世科计算机网络有限公司,8K-10K,昆明,周末双休五险一金年底双薪绩效奖金加班补助
Android开发工程师 4名,股份制企业,100-499人,2019-09-20 11:26:28,本科,软件/互联网开发/系统集成,1-3年,浙江趣看点科技有限公司,8K-16K,嘉兴,五险一金年底双薪绩效奖金年终分红全勤奖
android开发工程师,合资,100-499人,2019-09-20 10:07:54,本科,软件/互联网开发/系统集成,3-5年,环球合一网络技术(北京)股份有限公司,12K-24K,北京,五险一金餐补通讯补助节日福利弹性工作
Android开发工程师 ,民营,100-499人,2019-09-20 11:30:34,大专,软件/互联网开发/系统集成,1-3年,Gworld(平潭)互联网科技有限公司,15K-30K,广州-番禺区,五险一金年底双薪餐补带薪年假补充医疗保险
android,民营,500-999人,2019-09-20 09:18:24,大专,软件/互联网开发/系统集成,3-5年,成都迈思信息技术有限公司,12K-18K,深圳-南山区,五险一金周末双休无试用期
android,民营,20-99人,2019-09-20 09:10:19,本科,软件/互联网开发/系统集成,3-5年,郑州鼓点软件科技有限公司,5K-10K,郑州,创业公司住房补贴每年多次调薪周末双休五险一金
android开发,民营,20-99人,2019-09-20 10:35:06,学历不限,软件/互联网开发/系统集成,不限,河南麒云智能科技有限公司,4K-8K,郑州,五险一金带薪年假
android开发,民营,100-499人,2019-09-20 11:13:01,本科,软件/互联网开发/系统集成,3-5年,北京智启蓝墨信息技术有限公司,10K-20K,北京,五险一金餐补弹性工作定期体检节日福利
Android软件开发工程师,民营,20人以下,2019-09-20 14:06:20,大专,软件/互联网开发/系统集成,3-5年,陕西艺唐新文化传播有限公司,6K-8K,西安,带薪年假全勤奖节日福利
android开发工程师,民营,100-499人,2019-09-20 09:52:56,本科,软件/互联网开发/系统集成,3-5年,广州雄之业动漫科技有限公司,10K-15K,广州-番禺区,五险一金绩效奖金包吃员工旅游节日福利
android开发工程师,民营,1000-9999人,2019-09-20 09:05:23,本科,软件/互联网开发/系统集成,1-3年,深圳完美星空科技有限公司,15K-20K,深圳,五险一金绩效奖金加班补助定期体检带薪年假
