职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
大数据工程师,股份制企业,100-499人,2019-09-20 14:20:33,本科,软件/互联网开发/系统集成,3-5年,深圳市爱听卓乐文化科技有限公司,15K-25K,北京-朝阳区,五险一金绩效奖金带薪年假弹性工作补充医疗保险
高级运维工程师（Docker）,上市公司,10000人以上,2019-09-20 00:50:33,大专,IT运维/技术支持,5-10年,圆通速递有限公司,18K-35K,上海,节日福利五险一金绩效奖金包吃包住
高级IT工程师（JAVA方向）,合资,1000-9999人,2019-09-20 00:51:47,本科,软件/互联网开发/系统集成,3-5年,北京京港地铁有限公司,薪资面议,北京,五险一金绩效奖金交通补助餐补带薪年假
后端java工程师,民营,20-99人,2019-09-20 00:52:25,本科,软件/互联网开发/系统集成,1-3年,上海玉狐网络科技有限公司,20K-30K,菲律宾,全勤奖年底双薪绩效奖金年终分红加班补助
嵌入式工程师,民营,20-99人,2019-09-20 00:51:50,本科,软件/互联网开发/系统集成,3-5年,北京米文动力科技有限公司,8K-12K,北京,五险一金弹性工作节日福利定期体检补充医疗保险
系统维护工程师,民营,1000-9999人,2019-09-20 00:51:08,本科,IT运维/技术支持,3-5年,彩讯科技股份有限公司,10K-15K,深圳,周末双休五险一金通讯补助带薪年假节日福利
信息技术管理岗项目工程师,国企,20-99人,2019-09-20 12:48:01,本科,软件/互联网开发/系统集成,1-3年,浙江省农业信贷担保有限公司,13.3K-16.6K,杭州,绩效奖金通讯补助带薪年假定期体检高温补贴
测试经理,民营,100-499人,2019-09-20 00:51:57,本科,IT质量管理/测试/配置管理,5-10年,北京优品三悦科技发展有限公司,15K-20K,北京,绩效奖金节日福利周末双休五险
软件工程师,民营,20-99人,2019-09-20 00:51:38,硕士,软件/互联网开发/系统集成,不限,青岛世纪杰创医疗科技有限公司,4K-8K,青岛,五险一金绩效奖金年终分红节日福利年底双薪
架构师,民营,100-499人,2019-09-20 14:20:13,大专,软件/互联网开发/系统集成,5-10年,河南云库信息技术有限公司,11K-20K,郑州-高新区,周末双休节日福利每年多次调薪带薪年假弹性工作
技术开发实习生,合资,1000-9999人,2019-09-20 14:15:09,本科,软件/互联网开发/系统集成,无经验,大连华信计算机新技术培训中心,2K-4K,上海-黄浦区,五险一金采暖补贴带薪年假节日福利免费班车
运维工程师,民营,100-499人,2019-09-20 14:01:15,本科,IT运维/技术支持,3-5年,北京优特捷信息技术有限公司,15K-20K,北京-朝阳区,年底双薪年终分红股票期权包吃带薪年假
数据分析师,民营,1000-9999人,2019-09-20 00:52:16,硕士,咨询/顾问/调研/数据分析,1-3年,便利蜂商贸有限公司,15K-20K,北京-朝阳区,五险一金绩效奖金交通补助弹性工作定期体检
软件测试工程师,民营,100-499人,2019-09-20 10:06:58,本科,IT质量管理/测试/配置管理,1-3年,南京芯传汇电子科技有限公司,4K-8K,成都-金牛区,五险一金交通补助带薪年假定期体检员工旅游
后台开发工程师,民营,20-99人,2019-09-20 14:48:02,大专,软件/互联网开发/系统集成,1-3年,深圳市博锐德生物科技有限公司,15K-20K,深圳,年底双薪绩效奖金全勤奖餐补补充医疗保险
